site,pid,hab,method,secs,d_eff,area_ha,win_px,res,area_ratio,iou_orig,edge_pct,contrast,in_std,compact
millbrook,25,LFENS,orig,0.0,4.0,0.03553290042003457,133931,0.2999328380672917,1.0,1.0,0.557340940198732,0.3543836176395416,0.06533902138471603,2.512942005035223
millbrook,25,LFENS,grabcut2,0.2,4.0,0.03553290042003457,133931,0.2999328380672917,0.38443993917891534,0.34457297563376815,0.7846956086908002,0.6260875463485718,0.057479336857795715,1.1490210525658786
millbrook,26,LFENS,orig,0.0,5.3457594881840365,0.08784979422500878,124560,0.2999328380672917,1.0,1.0,0.5621947455041747,0.13416096568107605,0.35980504751205444,1.303880742176306
millbrook,26,LFENS,grabcut2,0.32,5.3457594881840365,0.08784979422500878,124560,0.2999328380672917,0.7178699436763953,0.7133081401286896,0.6753224551742264,0.527713418006897,0.30835822224617004,1.0422151334039815
millbrook,27,LFENS,orig,0.0,4.0,0.12234381126594501,388145,0.2999328380672917,1.0,1.0,0.6433441577075196,0.11703020334243774,0.10494110733270645,6.1835440213391735
millbrook,27,LFENS,grabcut2,0.69,4.0,0.12234381126594501,388145,0.2999328380672917,0.7252205882352941,0.49170322334541294,0.5661072008095924,0.17236429452896118,0.07098667323589325,1.583392397183482
millbrook,28,LFENS,orig,0.0,4.0,0.028679951049975345,112554,0.2999328380672917,1.0,1.0,0.7801900648827591,0.10221341997385025,0.15985074639320374,3.9602229980409343
millbrook,28,LFENS,grabcut2,0.2,4.0,0.028679951049975345,112554,0.2999328380672917,1.0870248193528118,0.54022722003246,0.9060778022316484,0.25416263937950134,0.16359803080558777,1.0142677731723388
millbrook,29,"LFENS, RBEDS",orig,0.0,11.773659285882381,6.641865169259671,2084076,0.2999328380672917,1.0,1.0,0.6310378465464073,0.40534156560897827,0.18486040830612183,19.088494432170698
millbrook,29,"LFENS, RBEDS",grabcut2,9.61,11.773659285882381,6.641865169259671,2084076,0.2999328380672917,1.098082265253908,0.7822959405569222,0.8193089966342054,0.3332274556159973,0.1649993360042572,3.633202668703904
millbrook,30,"LFENS, RBEDS",orig,0.0,4.0,0.04613304499999595,123728,0.2999328380672917,1.0,1.0,0.7306881385828754,1.0222722291946411,0.1189860925078392,2.2168741361612763
millbrook,30,"LFENS, RBEDS",grabcut2,0.22,4.0,0.04613304499999595,123728,0.2999328380672917,0.6802495613179957,0.6180998873450995,0.9240526358125043,1.2260315418243408,0.14575612545013428,2.5749436020783345
millbrook,31,"LFENS, RBEDS",orig,0.0,4.0,0.028572394999998967,99160,0.2999328380672917,1.0,1.0,0.7085152167092467,0.9840472936630249,0.07603035867214203,1.2652668018258797
millbrook,31,"LFENS, RBEDS",grabcut2,0.23,4.0,0.028572394999998967,99160,0.2999328380672917,0.7399497487437185,0.7394034536891679,0.8639911716754067,1.3419630527496338,0.057700786739587784,1.2451374834761524
millbrook,32,"LFENS, RBEDS",orig,0.0,4.0,0.05944036499984603,563570,0.2999328380672917,1.0,1.0,0.6435386560711359,0.26567158102989197,0.2017706036567688,30.590965697592708
millbrook,32,"LFENS, RBEDS",grabcut2,1.04,4.0,0.05944036499984603,563570,0.2999328380672917,0.7709692097679357,0.35358219336888475,0.7461376276335325,0.37743306159973145,0.1738424152135849,6.881721343690867
millbrook,33,"LFENS, RBEDS",orig,0.0,6.291254607668178,0.10574504999999106,142956,0.2999328380672917,1.0,1.0,0.5046875577367637,1.365741491317749,0.13319186866283417,1.0456577252679997
millbrook,33,"LFENS, RBEDS",grabcut2,0.34,6.291254607668178,0.10574504999999106,142956,0.2999328380672917,0.5735068912710567,0.5735068912710567,0.7281592213107096,0.4875528812408447,0.14550624787807465,1.1126089772636143
millbrook,34,"LFENS, RBEDS",orig,0.0,6.324529421929535,0.0986225300000178,133330,0.2999328380672917,1.0,1.0,0.6037356780693711,0.9865503311157227,0.1579594612121582,1.0047672283224838
millbrook,34,"LFENS, RBEDS",grabcut2,0.22,6.324529421929535,0.0986225300000178,133330,0.2999328380672917,0.5291970802919708,0.5291970802919708,0.6883587035328057,1.3067835569381714,0.06371168047189713,1.045154046980019
