site,pid,hab,method,secs,d_eff,area_ha,win_px,res,area_ratio,iou_orig,edge_pct,contrast,in_std,compact
millbrook,0,DWOOD,sam2,1.17,4.0,0.042445998500073266,138351,0.2999328380672917,1.0572276388300128,0.609885553159728,0.7095029336034613,0.46745237708091736,0.13636766374111176,3.032750407176918
millbrook,0,DWOOD,sam2iter,1.19,4.0,0.042445998500073266,138351,0.2999328380672917,0.9154302670623146,0.6654994471065241,0.6676663759347048,0.3607616126537323,0.11370047181844711,2.9332746116199155
millbrook,0,DWOOD,sam2tile,1.14,4.0,0.042445998500073266,138351,0.2999328380672917,1.0650699448919034,0.9066536203522505,0.620793191076508,0.2714240252971649,0.10300593823194504,2.4459026672238946
millbrook,1,DWOOD,sam2,2.75,9.010263892530267,0.6655653944364446,624016,0.2999328380672917,1.3813823962797236,0.6300360877209217,0.5851961751138577,0.3845089375972748,0.0579962395131588,4.937583331233442
millbrook,1,DWOOD,sam2iter,2.68,9.010263892530267,0.6655653944364446,624016,0.2999328380672917,0.9125356549011125,0.8215481279291342,0.5278209669837526,0.242832750082016,0.05853324756026268,4.144475777427999
millbrook,1,DWOOD,sam2tile,5.6,9.010263892530267,0.6655653944364446,624016,0.2999328380672917,0.9927135576494126,0.9537821252004719,0.5251019727994044,0.18615689873695374,0.058621812611818314,2.540056238013877
millbrook,2,DWOOD,sam2,2.39,13.638985284926958,4.710843751410352,1707827,0.5998656761345834,0.7942482441324601,0.5741297001555543,0.533897301211357,0.11645294725894928,0.060463596135377884,14.529338601220774
millbrook,2,DWOOD,sam2iter,2.69,13.638985284926958,4.710843751410352,1707827,0.5998656761345834,1.0195036951554106,0.7848670701394143,0.5865336403393354,0.219325453042984,0.05950940027832985,7.568771466723311
millbrook,2,DWOOD,sam2tile,6.54,13.638985284926958,4.710843751410352,1707827,0.5998656761345834,1.0334283552546104,0.9180495681886994,0.6325755914866487,0.43295764923095703,0.064852274954319,8.592114739923304
millbrook,3,DWOOD,sam2,2.03,6.601618826865847,0.4697749956899808,387810,0.2999328380672917,1.2475630541777583,0.6479814645790914,0.6369395192332212,0.5184648036956787,0.0934588834643364,4.363543628105116
millbrook,3,DWOOD,sam2iter,2.12,6.601618826865847,0.4697749956899808,387810,0.2999328380672917,0.8917402378535726,0.7683673469387755,0.6197522490075265,0.21610978245735168,0.09974635392427444,5.549443430845448
millbrook,3,DWOOD,sam2tile,3.21,6.601618826865847,0.4697749956899808,387810,0.2999328380672917,0.9928758833330141,0.9156511174109937,0.6246586886962946,0.31415775418281555,0.09703109413385391,4.765352870485045
millbrook,4,DWOOD,sam2,1.91,4.0,0.08853336104990175,396952,0.2999328380672917,0.5356197842458783,0.26341790169974044,0.6821745130731999,0.2711988389492035,0.05984080955386162,8.21280935628745
millbrook,4,DWOOD,sam2iter,2.0,4.0,0.08853336104990175,396952,0.2999328380672917,0.7161612049664157,0.43845432056640793,0.6887511001110133,0.4055638313293457,0.067348912358284,7.474526330858816
millbrook,4,DWOOD,sam2tile,2.63,4.0,0.08853336104990175,396952,0.2999328380672917,0.9567474048442907,0.737484185794325,0.7075880793750183,0.5020071268081665,0.06070450320839882,12.557716083153972
millbrook,5,DWOOD,sam2,2.51,15.0,1.6914090643252675,720318,0.2999328380672917,1.1513738046357265,0.7864897093896299,0.6298072676424807,0.4070211350917816,0.07503807544708252,2.291983293004068
millbrook,5,DWOOD,sam2iter,2.59,15.0,1.6914090643252675,720318,0.2999328380672917,1.026694252677935,0.8871208969711376,0.6188731924271186,0.36465248465538025,0.07229723781347275,2.077697260257696
millbrook,5,DWOOD,sam2tile,4.98,15.0,1.6914090643252675,720318,0.2999328380672917,0.9808050293057048,0.9567538315233096,0.5975113764898315,0.37558430433273315,0.07534467428922653,1.6207482771503465
millbrook,6,DWOOD,sam2,1.18,4.0,0.04033630430005902,148379,0.2999328380672917,1.7740352442560785,0.47643357473584236,0.6398168442578568,0.371910035610199,0.056764040142297745,2.4815203386497178
millbrook,6,DWOOD,sam2iter,1.25,4.0,0.04033630430005902,148379,0.2999328380672917,1.4026321659602945,0.5549299841201097,0.6677679926940593,0.5258098840713501,0.05526868253946304,2.1795849295484793
millbrook,6,DWOOD,sam2tile,1.16,4.0,0.04033630430005902,148379,0.2999328380672917,0.9582868614766897,0.8335421888053467,0.601966595883597,0.49355244636535645,0.04769463837146759,2.8464135446081245
millbrook,7,DWOOD,sam2,3.26,15.0,1.9673447735000908,1068210,0.2999328380672917,1.4437305945886625,0.6872046144083448,0.6426176084396599,0.587757408618927,0.05213424190878868,2.3585006018447716
millbrook,7,DWOOD,sam2iter,3.56,15.0,1.9673447735000908,1068210,0.2999328380672917,1.3705124629039411,0.7222814693736525,0.6047353089509332,0.39974987506866455,0.05102505907416344,2.2980821258451987
millbrook,7,DWOOD,sam2tile,7.81,15.0,1.9673447735000908,1068210,0.2999328380672917,1.0130276328484744,0.9686123520389226,0.583062812254394,0.13411813974380493,0.04953612759709358,2.8626197389964503
millbrook,8,DWOOD,sam2,2.46,14.143573928523129,0.9587119353655297,595653,0.2999328380672917,1.1836368925297225,0.7357201461922876,0.7196382038108851,0.3141384720802307,0.07990944385528564,3.642908758529591
millbrook,8,DWOOD,sam2iter,2.49,14.143573928523129,0.9587119353655297,595653,0.2999328380672917,1.1303005564469968,0.7972561096289494,0.7205081521365938,0.31876179575920105,0.07062702625989914,2.5873601945862172
millbrook,8,DWOOD,sam2tile,3.23,14.143573928523129,0.9587119353655297,595653,0.2999328380672917,0.9949047096247502,0.9396646107806285,0.7052125770112849,0.32083162665367126,0.0679561197757721,2.1946738021570713
millbrook,9,DWOOD,sam2,1.62,5.211915690863888,0.16157965616545633,250416,0.2999328380672917,1.4924567165840896,0.6424064563462949,0.6817903129493275,0.3272838890552521,0.044105421751737595,3.3604139366362484
millbrook,9,DWOOD,sam2iter,1.71,5.211915690863888,0.16157965616545633,250416,0.2999328380672917,1.0255525246339698,0.7404094518320099,0.6728707116179072,0.35988351702690125,0.037709686905145645,3.217176957214413
millbrook,9,DWOOD,sam2tile,1.4,5.211915690863888,0.16157965616545633,250416,0.2999328380672917,1.0178700662472862,0.9296741908006815,0.5979996921486284,0.2113313227891922,0.04317170009016991,2.5804792649087926
millbrook,10,DWOOD,sam2,2.03,15.0,1.3266043873202586,532228,0.2999328380672917,1.1599045184215702,0.7348293798850731,0.744755864284789,0.49132999777793884,0.08575128018856049,2.5693339488461726
millbrook,10,DWOOD,sam2iter,2.07,15.0,1.3266043873202586,532228,0.2999328380672917,0.972582953011942,0.8080968187073434,0.7356347719740969,0.4874362051486969,0.08673721551895142,1.975714640769715
millbrook,10,DWOOD,sam2tile,2.77,15.0,1.3266043873202586,532228,0.2999328380672917,0.969402494184982,0.9342235838689267,0.6436658983311274,0.10991336405277252,0.08828695118427277,2.7757502292210052
