site,pid,hab,method,secs,d_eff,area_ha,win_px,res,area_ratio,iou_orig,edge_pct,contrast,in_std,compact
hrwallingford,0,DWOOD,orig,0.0,15.0,3.037310075000029,944927,0.33600224309596755,1.0,1.0,0.6151854292217848,0.2709527611732483,0.1424415409564972,2.1674535210024573
hrwallingford,0,DWOOD,grabcut2,6.44,15.0,3.037310075000029,944927,0.33600224309596755,1.136147041332144,0.8628235255984312,0.7044293409807086,0.4636867642402649,0.1487494558095932,1.6955089238594026
hrwallingford,1,DWOOD,orig,0.0,9.346666323026389,0.5829846044325725,314104,0.33600224309596755,1.0,1.0,0.537270773659421,0.08386354893445969,0.16538362205028534,3.156525766787435
hrwallingford,1,DWOOD,grabcut2,3.33,9.346666323026389,0.5829846044325725,314104,0.33600224309596755,0.9743728813559323,0.6091534842600487,0.7429799848507794,0.1820971816778183,0.17102402448654175,2.0776582764271367
hrwallingford,2,GQSIG,orig,0.0,10.612751245354085,0.6269813688570003,288696,0.33600224309596755,1.0,1.0,0.5529179196819948,0.3018638491630554,0.10308673232793808,2.2642542784877473
hrwallingford,2,GQSIG,grabcut2,1.36,10.612751245354085,0.6269813688570003,288696,0.33600224309596755,0.8711170337289081,0.6529589564110723,0.5037110643720891,0.3909265995025635,0.06378284841775894,1.0059853166921096
hrwallingford,3,GQSIG,orig,0.0,12.591726699077547,0.5234629728115676,244791,0.33600224309596755,1.0,1.0,0.49272686481765243,0.22926314175128937,0.14288310706615448,1.4274517877310366
hrwallingford,3,GQSIG,grabcut2,1.62,12.591726699077547,0.5234629728115676,244791,0.33600224309596755,0.8924473775017253,0.6800819468111585,0.4597609007982449,0.4318879246711731,0.07975661754608154,1.0024519145829678
