site,pid,hab,method,secs,area_ha,win_px,res,area_ratio,iou_orig,edge_pct,contrast,in_std,compact
dunthropfarm,0,DWOOD,orig,0.0,0.3066725138204844,244338,0.3704545853090021,1.0,1.0,0.7551055157992752,0.27915942668914795,0.37968242168426514,1.2396920047054993
dunthropfarm,0,DWOOD,grabcut,0.58,0.3066725138204844,244338,0.3704545853090021,1.551577534123965,0.547470415807187,0.8948458204018159,1.5693780183792114,0.48072439432144165,1.051994893457821
dunthropfarm,0,DWOOD,grabcut2,0.55,0.3066725138204844,244338,0.3704545853090021,1.551577534123965,0.547470415807187,0.8948458204018159,1.5693780183792114,0.48072439432144165,1.051994893457821
dunthropfarm,0,DWOOD,superpixel,3.38,0.3066725138204844,244338,0.3704545853090021,1.062116804654285,0.39212665035197436,0.8632639639198701,1.559267282485962,0.5498066544532776,6.525081071301682
dunthropfarm,0,DWOOD,pixelclf,1.77,0.3066725138204844,244338,0.3704545853090021,1.4830163347505034,0.5547117998150587,0.7888134194399207,0.7666329145431519,0.38377442955970764,5.189177327045637
dunthropfarm,0,DWOOD,watershed,0.11,0.3066725138204844,244338,0.3704545853090021,0.6471246363839785,0.45820126782884313,0.9305997108285174,0.18793146312236786,0.32356733083724976,1.9287025579446062
dunthropfarm,0,DWOOD,randomwalker,0.2,0.3066725138204844,244338,0.3704545853090021,0.6995300962183933,0.5590770999261023,0.875869841236244,0.28046736121177673,0.33173057436943054,0.652483338443787
dunthropfarm,0,DWOOD,gac,1.81,0.3066725138204844,244338,0.3704545853090021,1.0647124636383978,0.8643821223632102,0.8076497246587834,0.3135802745819092,0.3741494417190552,1.4482022777697314
dunthropfarm,1,LMEAD,orig,0.0,4.821383245014923,1235052,0.3704545853090021,1.0,1.0,0.7256575636355787,0.371712863445282,0.21383051574230194,3.2433640476956938
dunthropfarm,1,LMEAD,grabcut,3.52,4.821383245014923,1235052,0.3704545853090021,1.2130452727609127,0.8041481605242518,0.8705821345665994,0.5730775594711304,0.24698489904403687,1.1689368341718707
dunthropfarm,1,LMEAD,grabcut2,3.55,4.821383245014923,1235052,0.3704545853090021,0.937987276375902,0.7823327992963277,0.8855649474483941,1.02608060836792,0.059878669679164886,2.9027135407726137
dunthropfarm,1,LMEAD,superpixel,36.09,4.821383245014923,1235052,0.3704545853090021,0.9474574100166517,0.7518544787871184,0.7018002612122137,0.7265923619270325,0.059695176780223846,7.051692268439123
dunthropfarm,1,LMEAD,pixelclf,4.17,4.821383245014923,1235052,0.3704545853090021,0.873913724150691,0.7426662501919137,0.6025935591283753,0.6730987429618835,0.04481186717748642,9.26268093721305
dunthropfarm,1,LMEAD,watershed,0.67,4.821383245014923,1235052,0.3704545853090021,1.0851173448329847,0.756715988393007,0.9283066625494136,0.4217536449432373,0.19248662889003754,2.101633011883283
dunthropfarm,1,LMEAD,randomwalker,1.47,4.821383245014923,1235052,0.3704545853090021,0.9988728064557448,0.793504161739579,0.8105613049768003,0.019868329167366028,0.19161219894886017,0.6143882687998675
dunthropfarm,1,LMEAD,gac,8.86,4.821383245014923,1235052,0.3704545853090021,1.0050894496392127,0.9775079656948753,0.7943341186904064,0.3420487344264984,0.21643345057964325,3.250862863996829
